aaa,10
Paulo o foderoso,250
haha,2700
aaaa,750
aa,10
a,0
aa,1230
a,1500
a,70
a,60
a,20
a,110
aa,290
aa,460
a,120
l,0
a,420
a,10
a,90
a,1800
a,1310
a,2700
a,0
a,30
a,20
a,2260
a,10
a,1410
a,50
a,0
a,2700
a,2700
a,170
a,150
a,320
a,1500
a,1860
a,10
a,280
a,1190
a,0
a,0
a,0
a,0
a,1340
a,40
a,50
a,1270
a,0
a,510
a,1440
a,80
a,100
a,1300
a,2560
a,2180
Paulo,1510
l,1450
jj,50
